2|1|1|11304|248|0|8591|6337|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0
2|1|2|10159|4347|0|11754|3944|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0
2|1|3|8485|3415|0|8902|10669|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0
2|1|4|6934|7071|0|9999|7959|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0
2|1|5|5398|9889|0|11248|9927|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0
2|1|6|4486|147|0|9533|7350|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0
2|1|7|8485|4347|0|9999|11304|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0
2|1|8|3944|11248|0|6337|10669|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0
2|1|9|11754|5398|0|7071|147|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0
2|1|10|3415|248|0|9927|7350|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0
2|1|11|4486|8591|0|8902|6934|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0
2|1|12|9533|10159|0|7959|9889|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0
2|1|13|7350|6337|0|5398|8485|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0
2|1|14|4347|7071|0|3415|4486|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0
